english	chinese
She was very happy with my gift.	她對於我送的禮物感到很開心。
The students all laughed.	學生都笑了。
Let me know if I need to change.	让我知道我是否需要改变。
We were all surprised when Tom won the race.	当汤姆赢了比赛，我们都很惊讶。
He put his hand gently on her shoulder.	他把他的手溫柔地放在她的肩上。
Doing that is simply out of the question.	根本不可能做那件事。
Would you mind shutting the door?	請你把門關上好嗎?
No matter where you go, I'll follow you.	你去哪我都跟。
This job doesn't pay.	这份工作不付钱的。
The doctor called him back.	医生把他叫了回来。
The shell of an egg is easily broken.	蛋壳容易破碎。
I know those tall girls quite well.	我跟那些高個子的女孩很熟稔。
What's your favorite way to cook beans?	你最喜歡用什麼方法煮豆子？
I will come with you.	我會和你一起去。
Both of them are in the room.	他們兩個人都在房間裡。
Your bicycle is better than mine.	你的腳踏車比我的好。
It is difficult to give up smoking.	戒烟难。
May I use your telephone?	我能用你的电话吗？
Should we be worried?	我們應該要擔心嗎？
Tom doesn't seem to think so.	汤姆似乎不这么认为。
Is Tom going to dump Mary?	汤姆要甩了玛丽吗？
I want you to stay in Australia at least until Christmas.	我希望你在澳大利亞至少待到聖誕節。
She was tired, but she kept working.	她累了，但她繼續工作。
She almost drowned.	她差点就溺水了。
How often do you use your phone?	你多久用一次手机？
I thought your parents liked me.	我認為你的父母喜歡我。
This is a very beautiful flower.	這是一朵非常美麗的花。
Why on earth did you sell your newly-built house?	你到底为什么把你新建的房子卖了？
I believed you.	我相信了你。
Outside the school, she saw people with no homes living in cardboard boxes.	她在校外見到沒家的人住紙板箱。
He was declared bankrupt.	他被宣告破产。
I was embarrassed by what she said.	她說的話讓我覺得很尷尬。
Don't wait.	不要等待！
I don't want to be involved in that matter.	我不想被牵扯到这件事里。
They worked jointly on this project.	他们一起为这个项目工作过。
Thank you very much for the wonderful dinner last night.	非常感謝您昨晚美妙的晚餐。
Do you really believe that story?	你真的相信那故事嗎？
I was already busy planning my vacation.	我已经在忙于计划假期了。
It's not a road, but a path.	它不是一條路，而是一條小徑。
When the cat is away, the mice will play.	貓兒不在，老鼠玩的輕鬆自在。
They like apples.	他们喜欢苹果。
The price does not include the box.	這個價格不包含這個箱子。
That film's really interesting.	那部电影很有意思。
I'm sorry I wasn't able to see you when you came by today.	我很抱歉今天您来的时候没能见您。
I don't think she takes after her mother.	我不觉得她像她妈妈。
Have you eaten yet?	你们吃饭了吗？
I'll help you if I can.	我會儘量幫助你們的。
I don't like wearing socks.	我不喜歡穿襪子。
There wasn't anybody in the house.	沒有人在家。
Give me your phone number.	给我你的电话号码。
Your English has improved a lot.	你的英語進步了很多。
"What happened?" "The car broke down."	“怎么了”“车出了故障”
Tom is the head of the company in name only. His son makes all the important decisions.	汤姆名义上市公司的领导。他儿子做所有重大决策。
I saw him go out.	我看到他出去了。
What's your favorite operating system?	你最喜歡什麼作業系統？
I remember meeting her somewhere.	我記得我在某個地方見過她。
It rained three times during the trip.	这次旅途下了三场雨。
Tom is the only one who has to do this.	湯姆是唯一有必要做這件事的人。
It's 7:45.	现在是七点四十五分。
That smells bad.	那不好聞。
I like milk and bread.	我喜歡牛奶和麵包。
Let's go!	走吧。
That was our first Christmas together.	那次是我們第一次一起過聖誕節。
My grandfather died when I was a boy.	當我是個小男孩的時候，我的祖父就過世了。
She said that she was ill.	她说她病了。
The cat is adorable.	這隻貓很可愛。
I can help you, too.	我也能幫你。
It doesn't matter.	没关系。
How old do you think Tom is?	你觉得汤姆有多大？
It's confidential.	这是机密。
I'm waiting for the store to open.	我正等著這家店開門。
Tom slipped out of the classroom.	湯姆溜出了教室。
Would you like anything to drink?	你要喝點什麼嗎?
He lost everything he owned.	他失去了他擁有的一切。
What steps should we take?	我们应该走出什么样的步伐。
No one escaped alive.	沒有人生還。
He's out taking a walk.	他出去散步。
I'm too sleepy to do my homework.	我太累了，做不了功课。
He leaves for China tomorrow.	他明天出发去中国。
Why are you so happy?	你为什么那么高兴？
Is there anything you can't do?	有你不能做的事吗？
I hate my neighbors.	我讨厌我的邻居。
I ran as fast as possible to catch up with him.	我盡力追趕他。
He's a good lad.	他是個好人。
My brother can drive a car.	我哥哥會開車。
New York City policemen wear dark blue uniforms.	紐約警察穿深藍色制服。
Tom is the one that told us about the problem.	汤姆是告诉我们这个问题的人。
Water boils at 100 degrees Celsius.	水在攝氏100度沸騰。
The game ended at nine o'clock.	比賽在九點鐘結束。
Have you voted yet?	您已經投了票了嗎？
There's nobody here.	這裡沒人。
She died on a cold night in December.	她在一个寒冷的十二月晚上死了。
My mother took me to the park.	媽媽帶我去公園。
Everybody plays the game of love.	大家都玩爱情游戏。
We have to get through this.	我们要渡過難關。
Being sick is very boring.	生病很無聊。
I like playing tennis and golf.	我喜欢打网球和高尔夫球。
What did you guys go see?	你们去看啥了？
If it rains on that day, the game will be postponed until the next fine day.	如果那天下雨，比赛会顺延至下一个晴天。
The capital of Poland is Warsaw.	波蘭的首都是華沙。
His bicycle is blue.	他的自行车是蓝色的。
Let's play tennis after school.	讓我們放學後打網球。
The bucket was full of water.	这桶装满了水。
I have to go to sleep.	我必须睡了。
Why are you so good at cooking?	为什么你做饭那么拿手呢？
A DNA test showed he was innocent.	DNA检测表明，他是无辜的。
I'm happy if you're happy.	如果你開心，我也就開心。
UN stands for the United Nations.	UN代表聯合國。
Will six o'clock suit you?	六點鐘你方便嗎?
He took poison by mistake.	他误服了毒药。
It's just what I expected.	它正是我所期待的。
This book is easy enough for them to read.	这本书他们读起来够简单了。
Something is wrong with the washing machine.	洗衣机有些不对劲。
Take off your socks.	把襪子脫掉。
He is reputed the best lawyer in this city.	他被认为是这座城市里最好的律师。
I went to see the baseball game yesterday.	我昨天去看了棒球比賽。
Swimming is easy for me.	游泳對我來說很容易。
Tears rolled down my cheeks.	泪水沿着我的面颊流了下来。
The train has already left.	列车已经出发。
My aunt sent me a birthday present.	我阿姨送了我一個生日禮物。
I have an egg.	我有一只蛋。
I'm a university student.	我是一名大学生。
Get dressed.	你穿點東西。
Are you listening?	你们在听吗？
I know I did an awful thing.	我知道，我做了很可怕的事。
I quit.	我退出。
I tried very hard to put an end to their heated argument.	我努力地平息他們不斷加溫的爭執。
In the morning, I write in the park.	我每天早上在公園寫作。
You dropped your pencil.	你把你的铅笔弄掉了。
The boy I thought was honest deceived me.	那个我以为诚实的男孩欺骗了我。
Everyone is waiting for Tom.	每個人都在等湯姆。
Everyone knows that I don't like Tom.	人人都知道我不喜歡湯姆。
I don't have to clean my room.	我不用打扫房间。
I wouldn't do that if I were you.	如果我是你，我就不做那件事。
If I were you, I'd want to know what Tom is doing right now.	如果我是你，我不会想去知道Tom现在正在做什么。
Did you drink tea yesterday?	你昨天喝茶了吗？
Where is your house?	你們家在哪？
I won't let him come here again.	我不會再讓他來這裡。
They deserve it.	这是他们应得的。
"How did you get my phone number?" "Tom gave it to me."	“你怎么知道我的电话号码的？” “汤姆告诉我的。”
And what if someone sees us?	如果有人看見我們怎麼辦？
Tom walks very slowly.	汤姆走得很慢。
You were in danger.	你处于危险之中。
How about another piece of cake?	你要再來一塊蛋糕嗎?
Long time, no see. I hear that you've changed your job again.	好久不见。听说你又换工作了？
His speech moved us.	他的演说打动了我们。
That's odd.	奇怪。
My son is taller than me.	我的兒子比我高。
I'd rather stay home than go fishing.	比起出去钓鱼，我更想待在家里。
